sub_id, sub_sex, sub_age, block_id, trial_id, gain_on_left, gamble_duration, gambles, sure_reward, choose_sure, reaction_time
18101301,0,22,-1,92,0,1.0,[15 -6;],[-6;],1,10.657
18101301,0,22,-1,92,0,1.0,[15 -6;],[-6;],0,1.925
18101301,0,22,-1,65,1,1.0,[12 -18;6 -3;6 -15;18 -3;15 -12;12 -6;9 -3;],[-2;-1;-10;-2;2;5;7;],1,1.455
18101301,0,22,-1,49,1,1.0,[6 -6;3 -12;12 -3;6 -9;18 -9;18 -3;12 -6;],[-2;5;0;2;-6;-3;0;],0,1.180
18101301,0,22,-2,68,1,1.0,[6 -15;],[-2;],1,1.776
18101301,0,22,-2,317,0,1.0,[18 -15;15 -9;],[6;-6;],1,1.632
18101301,0,22,-2,78,1,1.0,[6 -12;12 -15;15 -9;9 -12;9 -15;3 -9;18 -12;],[0;-7;-4;3;8;7;8;],0,0.751
18101301,0,22,-2,206,1,1.0,[18 -3;15 -6;15 -15;9 -15;12 -6;12 -9;9 -3;],[2;2;3;-4;5;-7;-1;],0,1.208
18101301,0,22,-2,242,0,1.0,[9 -18;12 -6;3 -6;12 -15;15 -18;6 -18;18 -6;],[2;-6;12;-6;-11;-3;-3;],0,1.528
18101301,0,22,-2,233,0,1.0,[3 -12;6 -12;6 -6;9 -15;9 -9;18 -3;18 -18;6 -3;],[4;-8;2;-10;0;-8;2;-7;],1,0.858
18101301,0,22,-2,335,0,1.0,[3 -18;12 -3;6 -9;12 -9;18 -3;3 -6;12 -12;],[2;4;-4;-11;-4;-4;-2;],0,1.888
18101301,0,22,-2,208,1,1.0,[6 -15;6 -6;9 -18;6 -9;12 -9;15 -12;12 -3;],[7;1;8;-2;-5;-6;7;],1,1.500
18101301,0,22,-2,201,0,1.0,[18 -18;12 -9;3 -15;15 -18;12 -6;9 -18;],[9;7;-10;-2;-1;0;],0,1.240
18101301,0,22,-2,49,1,1.0,[6 -6;3 -12;12 -3;6 -9;18 -9;18 -3;12 -6;],[-2;5;0;2;-6;-3;0;],NaN,NaN
18101301,0,22,-2,64,1,1.0,[12 -3;3 -3;9 -12;3 -12;9 -18;12 -9;6 -9;],[1;-6;-1;-13;10;-10;-2;],NaN,NaN
18101301,0,22,-2,356,1,1.0,[6 -15;12 -18;18 -9;3 -3;6 -12;18 -12;18 -15;],[5;1;6;-8;-3;3;10;],1,0.548
18101301,0,22,-2,277,0,1.0,[18 -9;6 -12;15 -6;6 -15;6 -18;],[5;9;9;4;-5;],0,0.766
18101301,0,22,-2,273,1,1.0,[9 -15;15 -12;],[-4;-6;],0,1.071
18101301,0,22,-2,338,1,1.0,[3 -6;3 -15;18 -9;18 -3;3 -12;6 -3;12 -18;],[0;2;4;10;6;10;7;],0,1.195
18101301,0,22,-2,100,1,1.0,[15 -15;9 -9;6 -15;18 -18;3 -18;3 -15;9 -15;],[5;-5;5;4;-4;3;4;],0,1.427
18101301,0,22,-2,43,0,1.0,[9 -9;15 -3;15 -12;12 -3;6 -12;6 -15;12 -6;],[-2;-3;2;5;-2;5;11;],NaN,NaN
18101301,0,22,-2,62,1,1.0,[18 -9;18 -15;18 -18;9 -6;15 -18;12 -9;3 -18;],[-4;3;-2;1;-8;5;5;],NaN,NaN
18101301,0,22,-2,270,0,1.0,[12 -3;3 -9;12 -18;9 -6;3 -12;],[11;-1;-7;4;7;],NaN,NaN
18101301,0,22,-2,173,1,1.0,[12 -6;6 -6;9 -15;3 -9;12 -3;3 -15;12 -12;],[4;11;6;8;0;-3;-8;],NaN,NaN
18101301,0,22,-2,77,0,1.0,[18 -3;12 -15;15 -15;6 -18;9 -3;15 -18;3 -12;],[-9;-3;4;3;-12;4;-7;],NaN,NaN
18101301,0,22,-2,255,1,1.0,[15 -18;18 -15;15 -3;18 -18;15 -15;9 -15;9 -6;],[8;6;3;2;4;-4;-4;],1,1.097
18101301,0,22,-2,132,1,1.0,[6 -18;9 -9;12 -9;6 -6;3 -6;12 -3;15 -6;],[-10;-15;2;-9;7;2;-6;],0,0.453
18101301,0,22,-2,12,0,1.0,[18 -9;12 -3;15 -15;3 -12;3 -9;12 -9;3 -6;],[-1;5;2;2;-6;-1;-4;],1,1.099
18101301,0,22,-2,309,1,1.0,[12 -3;6 -6;3 -6;18 -15;15 -6;6 -18;18 -12;],[-10;5;-2;-3;-8;1;3;],0,0.774
18101301,0,22,-2,136,1,1.0,[6 -12;12 -18;],[3;9;],0,0.911
18101301,0,22,-2,345,1,1.0,[12 -12;15 -6;6 -6;15 -9;18 -3;3 -9;18 -18;],[-2;-8;-11;-2;-1;6;8;],0,0.594
18101301,0,22,-2,339,0,1.0,[3 -9;3 -18;12 -15;9 -12;12 -3;3 -15;6 -18;],[3;-1;-1;3;-14;0;1;],1,1.466
18101301,0,22,-2,136,1,1.0,[6 -12;12 -18;],[3;9;],1,0.831
18101301,0,22,-2,287,0,1.0,[18 -18;18 -9;18 -12;12 -12;15 -18;],[0;-4;3;-1;0;],0,0.701
18101301,0,22,1,1,1,1.0,[12 -12;12 -3;3 -18;12 -6;15 -15;3 -15;6 -9;],[-6;5;-7;-2;7;6;-1;],1,1.363
18101301,0,22,1,2,1,1.0,[9 -18;18 -15;15 -9;3 -6;6 -6;3 -9;12 -12;],[5;6;7;0;0;5;-2;],0,0.852
18101301,0,22,1,3,0,1.0,[15 -3;3 -15;6 -12;6 -3;6 -15;15 -15;18 -18;],[1;-2;2;0;-1;-7;-1;],1,0.794
18101301,0,22,1,4,0,1.0,[3 -15;12 -9;15 -18;],[-6;-1;-5;],0,0.770
18101301,0,22,1,5,1,1.0,[12 -15;18 -18;9 -12;15 -6;6 -9;9 -9;18 -3;],[-1;-2;3;2;10;-1;-4;],0,0.579
18101301,0,22,1,6,0,1.0,[15 -15;15 -12;3 -15;15 -18;6 -18;6 -15;],[-1;-7;8;3;-2;0;],1,1.195
18101301,0,22,1,7,0,1.0,[9 -12;12 -18;6 -9;3 -3;9 -6;9 -15;12 -3;],[-12;5;-4;8;2;12;-8;],0,0.715
18101301,0,22,1,8,0,1.0,[9 -9;15 -15;18 -18;6 -6;15 -18;18 -12;15 -12;],[3;-5;-4;-7;1;-7;3;],0,0.550
18101301,0,22,1,9,0,1.0,[15 -6;6 -3;6 -18;18 -3;9 -9;12 -3;3 -9;],[0;-7;-7;6;11;9;-10;],0,0.800
18101301,0,22,1,10,0,1.0,[9 -9;6 -3;6 -15;18 -6;],[-5;5;5;-9;],0,0.736
18101301,0,22,1,11,1,1.0,[15 -3;6 -6;3 -9;3 -6;6 -12;15 -15;6 -9;],[-2;-1;7;3;-12;2;-5;],1,1.266
18101301,0,22,1,12,0,1.0,[18 -9;12 -3;15 -15;3 -12;3 -9;12 -9;3 -6;],[-1;5;2;2;-6;-1;-4;],0,0.807
18101301,0,22,1,13,1,1.0,[3 -18;12 -12;6 -3;9 -3;9 -15;9 -6;15 -12;],[-4;-1;-4;-2;12;7;-14;],0,0.598
18101301,0,22,1,14,1,1.0,[3 -18;3 -6;6 -12;15 -15;3 -3;18 -6;12 -12;],[2;-5;3;-1;5;3;-2;],1,0.670
18101301,0,22,1,15,0,1.0,[15 -3;9 -15;18 -15;15 -12;15 -15;12 -15;3 -9;],[-2;-7;5;-2;7;-3;-1;],1,1.051
18101301,0,22,1,16,1,1.0,[18 -3;12 -15;6 -6;9 -9;6 -12;18 -9;15 -9;],[-3;10;10;-12;0;4;3;],0,0.617
18101301,0,22,1,17,1,1.0,[15 -9;9 -3;3 -18;3 -3;6 -6;12 -3;12 -9;],[-8;7;-4;12;3;0;-6;],0,0.800
18101301,0,22,1,18,0,1.0,[12 -12;6 -9;6 -6;15 -9;9 -15;6 -3;3 -18;],[5;0;2;7;4;-5;-9;],1,0.919
18101301,0,22,1,19,0,1.0,[9 -6;6 -18;6 -15;3 -3;3 -6;12 -9;15 -15;],[3;-8;-2;-6;7;-1;-1;],1,1.098
18101301,0,22,1,20,0,1.0,[6 -3;12 -6;6 -9;18 -15;18 -6;9 -15;3 -9;],[-5;-4;8;5;6;-6;-7;],0,0.934
18101301,0,22,1,21,1,1.0,[18 -18;18 -15;6 -15;15 -18;3 -9;9 -6;18 -6;],[-2;-6;-2;2;3;-5;-2;],0,0.729
18101301,0,22,1,22,0,1.0,[12 -3;9 -3;3 -12;6 -15;6 -9;3 -15;15 -6;],[1;-7;-11;4;-3;4;-6;],1,0.475
18101301,0,22,1,23,1,1.0,[6 -15;3 -9;3 -6;15 -15;12 -3;15 -18;12 -18;],[-5;-3;5;4;2;-7;-2;],0,1.536
18101301,0,22,1,24,1,1.0,[6 -18;6 -6;12 -18;9 -9;9 -18;12 -6;18 -3;],[8;2;-3;6;-4;5;-1;],0,0.642
18101301,0,22,1,25,0,1.0,[6 -18;12 -6;18 -6;],[4;1;9;],1,0.472
18101301,0,22,1,26,0,1.0,[6 -15;12 -3;3 -12;9 -18;6 -18;18 -6;18 -18;],[-5;-3;-3;-4;-3;10;2;],1,1.269
18101301,0,22,1,27,0,1.0,[9 -6;3 -15;9 -3;9 -12;15 -9;3 -12;3 -18;],[-11;5;-2;-12;-9;4;10;],1,0.626
18101301,0,22,1,28,1,1.0,[15 -15;9 -15;15 -18;18 -9;3 -12;3 -15;15 -9;],[-1;2;4;4;7;7;1;],0,1.232
18101301,0,22,1,29,0,1.0,[12 -3;18 -3;18 -12;9 -9;6 -12;12 -12;15 -15;],[-6;3;5;-4;-3;-4;-4;],1,0.679
18101301,0,22,1,30,0,1.0,[6 -3;18 -3;15 -9;9 -6;9 -12;12 -12;12 -18;],[2;3;6;-6;5;-5;-3;],1,0.811
18101301,0,22,1,31,1,1.0,[12 -6;9 -15;15 -12;15 -15;3 -6;18 -6;6 -6;],[1;-7;-3;4;6;4;0;],0,1.675
18101301,0,22,1,32,1,1.0,[18 -6;6 -9;6 -3;18 -3;12 -18;6 -15;12 -9;],[3;0;-2;7;10;-2;1;],1,0.959
18101301,0,22,1,33,1,1.0,[6 -9;12 -15;18 -6;18 -18;9 -15;9 -12;15 -15;],[-2;9;8;0;-3;-2;-3;],1,0.544
18101301,0,22,1,34,0,1.0,[9 -9;12 -18;3 -12;6 -18;12 -3;3 -15;3 -9;],[1;5;-1;9;-9;0;-12;],0,0.778
18101301,0,22,1,35,1,1.0,[9 -12;12 -18;12 -12;18 -15;],[5;-3;-12;6;],0,1.099
18101301,0,22,1,36,1,1.0,[6 -18;18 -3;15 -18;],[3;-5;2;],0,0.935
18101301,0,22,1,37,1,1.0,[12 -15;18 -12;9 -12;3 -3;9 -6;18 -6;6 -18;],[13;6;2;3;10;-3;-4;],0,0.752
18101301,0,22,1,38,1,1.0,[12 -9;15 -9;9 -3;9 -12;6 -18;3 -6;12 -18;],[0;-1;5;7;2;-9;-1;],0,0.834
18101301,0,22,1,39,0,1.0,[18 -15;3 -15;12 -12;12 -15;12 -18;3 -3;18 -18;],[-5;0;-10;10;-1;10;2;],0,0.832
18101301,0,22,1,40,1,1.0,[6 -3;3 -9;12 -6;18 -12;18 -15;3 -3;18 -18;],[3;3;9;-7;0;4;-1;],0,0.823
18101301,0,22,1,41,0,1.0,[9 -3;9 -12;12 -18;3 -9;15 -12;3 -18;6 -6;],[-8;-4;3;-1;0;-4;10;],1,0.694
18101301,0,22,1,42,1,1.0,[9 -12;18 -18;18 -9;9 -15;15 -15;18 -6;12 -3;],[-10;4;-5;-6;-2;2;-6;],0,0.682
18101301,0,22,1,43,0,1.0,[9 -9;15 -3;15 -12;12 -3;6 -12;6 -15;12 -6;],[-2;-3;2;5;-2;5;11;],1,0.654
18101301,0,22,1,44,0,1.0,[3 -9;6 -18;3 -3;15 -12;12 -3;3 -15;6 -12;],[-4;-8;0;3;-6;3;-2;],0,0.612
18101301,0,22,1,45,1,1.0,[6 -18;6 -12;18 -6;12 -3;6 -9;15 -18;9 -3;],[6;3;-1;-4;-2;3;-4;],0,1.003
18101301,0,22,1,46,0,1.0,[3 -6;3 -9;9 -18;6 -9;3 -12;6 -6;3 -18;],[2;1;2;2;5;-11;4;],0,0.803
18101301,0,22,1,47,0,1.0,[6 -18;9 -3;3 -15;9 -12;6 -9;6 -3;18 -6;],[10;13;-9;0;2;-12;7;],0,0.786
18101301,0,22,1,48,0,1.0,[15 -12;6 -9;9 -6;9 -3;12 -12;9 -18;3 -3;],[-3;9;-6;-3;-4;9;-2;],0,0.851
18101301,0,22,1,49,1,1.0,[6 -6;3 -12;12 -3;6 -9;18 -9;18 -3;12 -6;],[-2;5;0;2;-6;-3;0;],1,1.800
18101301,0,22,1,50,0,1.0,[3 -3;12 -9;18 -9;6 -6;18 -18;3 -6;9 -6;],[0;8;-4;3;-3;-7;-2;],0,1.104
18101301,0,22,1,51,0,1.0,[6 -18;15 -3;12 -9;15 -9;9 -9;18 -3;18 -12;9 -12;],[6;4;1;-4;1;-4;-3;-1;],0,0.883
18101301,0,22,1,52,0,1.0,[3 -12;12 -15;12 -6;6 -9;6 -18;18 -18;9 -6;],[13;-4;-12;-7;6;-1;10;],1,0.496
18101301,0,22,1,53,0,1.0,[15 -6;9 -6;15 -9;9 -3;9 -12;18 -3;18 -9;],[3;0;0;-3;-2;-1;7;],1,0.636
18101301,0,22,1,54,0,1.0,[15 -6;15 -12;6 -15;3 -12;12 -9;18 -18;6 -12;],[-1;-1;5;-2;-5;-3;-6;],1,1.298
18101301,0,22,1,55,1,1.0,[3 -9;9 -9;18 -12;15 -9;12 -15;15 -3;15 -6;],[15;0;-1;8;-3;-5;2;],0,0.462
18101301,0,22,1,56,1,1.0,[6 -15;18 -6;18 -9;],[-7;-5;6;],0,1.075
18101301,0,22,1,57,0,1.0,[3 -15;18 -12;18 -6;18 -15;12 -12;15 -12;6 -18;],[6;0;3;-2;10;-1;9;],1,0.528
18101301,0,22,1,58,1,1.0,[15 -9;6 -18;3 -15;12 -6;18 -15;15 -6;6 -12;],[5;12;1;-7;-1;-6;-2;],0,0.978
18101301,0,22,1,59,1,1.0,[12 -15;6 -12;9 -6;15 -15;3 -18;9 -18;9 -15;],[7;-3;-4;-9;1;1;0;],1,0.739
18101301,0,22,1,60,1,1.0,[12 -9;15 -9;9 -15;6 -15;3 -3;18 -9;3 -12;],[3;7;4;-4;-5;-7;-4;],0,0.621
18101301,0,22,1,61,0,1.0,[6 -3;3 -12;6 -9;6 -15;18 -6;12 -3;12 -6;],[0;-4;-4;2;2;-8;-9;],0,0.626
18101301,0,22,1,62,1,1.0,[18 -9;18 -15;18 -18;9 -6;15 -18;12 -9;3 -18;],[-4;3;-2;1;-8;5;5;],1,0.497
18101301,0,22,1,63,1,1.0,[15 -3;12 -18;12 -6;9 -12;12 -9;9 -3;9 -15;],[-4;1;-1;4;0;2;10;],1,0.493
18101301,0,22,1,64,1,1.0,[12 -3;3 -3;9 -12;3 -12;9 -18;12 -9;6 -9;],[1;-6;-1;-13;10;-10;-2;],0,1.353
18101301,0,22,1,65,1,1.0,[12 -18;6 -3;6 -15;18 -3;15 -12;12 -6;9 -3;],[-2;-1;-10;-2;2;5;7;],0,0.642
18101301,0,22,1,66,0,1.0,[15 -3;15 -6;6 -18;3 -12;18 -3;],[2;8;-9;-3;1;],0,0.576
18101301,0,22,1,67,0,1.0,[12 -3;18 -15;3 -15;6 -3;3 -3;3 -18;15 -15;],[1;1;3;-2;-2;-6;-3;],0,0.601
18101301,0,22,1,68,1,1.0,[6 -15;],[-2;],1,0.672
18101301,0,22,1,69,1,1.0,[6 -12;6 -3;12 -3;18 -3;18 -9;15 -9;3 -3;],[-3;-6;-1;-3;-10;-15;-5;],0,0.677
18101301,0,22,1,70,1,1.0,[3 -18;9 -15;18 -3;12 -3;18 -12;3 -12;12 -6;],[9;8;-6;0;-7;-4;-1;],0,0.737
18101301,0,22,1,71,1,1.0,[6 -3;6 -18;3 -18;6 -15;6 -9;12 -3;3 -15;],[4;-7;5;1;17;1;8;],1,0.596
18101301,0,22,1,72,1,1.0,[15 -12;15 -3;3 -9;18 -3;18 -6;6 -12;12 -3;],[1;-7;-5;-8;-3;0;-6;],0,0.724
18101301,0,22,1,73,0,1.0,[15 -12;3 -18;9 -9;6 -12;9 -3;15 -6;9 -18;],[-1;-7;-10;-1;-5;0;9;],1,0.551
18101301,0,22,1,74,0,1.0,[6 -6;3 -6;18 -6;9 -12;9 -3;15 -18;18 -15;],[-9;-2;6;2;-6;6;-4;],0,0.856
18101301,0,22,1,75,0,1.0,[3 -6;18 -3;6 -9;18 -12;12 -12;6 -3;9 -9;],[0;-10;5;7;-6;1;4;],1,0.662
18101301,0,22,1,76,0,1.0,[9 -6;3 -15;3 -18;18 -18;15 -9;12 -18;15 -3;],[-3;1;-7;-9;0;4;1;],1,0.795
18101301,0,22,1,77,0,1.0,[18 -3;12 -15;15 -15;6 -18;9 -3;15 -18;3 -12;],[-9;-3;4;3;-12;4;-7;],0,0.859
18101301,0,22,1,78,1,1.0,[6 -12;12 -15;15 -9;9 -12;9 -15;3 -9;18 -12;],[0;-7;-4;3;8;7;8;],1,0.568
18101301,0,22,1,79,1,1.0,[12 -9;12 -3;6 -9;12 -15;15 -12;6 -15;15 -6;],[4;-2;-5;0;-4;7;-6;],0,0.665
18101301,0,22,1,80,0,1.0,[12 -18;9 -15;15 -3;3 -12;9 -3;6 -9;3 -15;],[3;0;-4;2;-1;-1;4;],0,0.895
18101301,0,22,1,81,0,1.0,[18 -9;9 -9;3 -6;9 -12;18 -15;18 -6;3 -9;],[-2;4;2;-3;-3;-4;2;],1,0.811
18101301,0,22,1,82,1,1.0,[3 -3;15 -6;6 -15;6 -18;12 -3;9 -15;18 -18;],[1;0;-1;-1;0;1;15;],1,0.586
18101301,0,22,1,83,1,1.0,[6 -9;18 -12;12 -15;18 -3;18 -6;9 -18;18 -9;],[12;-7;7;-5;4;-3;4;],0,0.810
18101301,0,22,1,84,1,1.0,[9 -6;9 -3;3 -15;9 -15;12 -15;18 -6;18 -3;],[5;3;2;6;-1;-1;0;],0,0.585
18101301,0,22,1,85,1,1.0,[12 -18;6 -15;9 -9;12 -6;18 -6;],[-6;4;-10;-16;6;],1,0.554
18101301,0,22,1,86,0,1.0,[12 -12;3 -9;15 -18;18 -6;12 -18;18 -15;15 -3;],[-1;-2;2;0;-1;0;2;],0,0.723
18101301,0,22,1,87,0,1.0,[9 -12;15 -6;6 -9;15 -3;15 -12;12 -6;],[0;-1;-1;2;-13;-2;],0,1.014
18101301,0,22,1,88,0,1.0,[12 -3;6 -6;15 -12;18 -15;6 -9;9 -12;3 -3;],[-3;-11;6;-6;-3;-6;7;],0,1.317
18101301,0,22,1,89,0,1.0,[12 -9;9 -15;6 -9;9 -9;6 -15;9 -3;12 -15;],[-10;4;-4;10;6;-3;-3;],0,0.672
18101301,0,22,1,90,0,1.0,[6 -3;15 -9;9 -9;6 -12;9 -18;15 -15;18 -9;],[-10;-10;6;-2;1;6;1;],1,0.917
18101301,0,22,1,91,1,1.0,[3 -12;6 -6;3 -15;6 -12;12 -18;18 -18;9 -9;],[-7;8;-9;-4;0;-4;6;],1,0.576
18101301,0,22,1,92,0,1.0,[15 -6;],[-6;],0,0.921
18101301,0,22,1,93,0,1.0,[9 -18;9 -9;18 -9;15 -6;3 -3;12 -18;3 -18;],[2;3;1;4;-2;-3;5;],0,0.811
18101301,0,22,1,94,1,1.0,[18 -15;18 -18;6 -18;6 -3;15 -6;9 -12;3 -12;],[2;-7;3;5;7;0;3;],1,1.219
18101301,0,22,1,95,1,1.0,[9 -3;9 -6;15 -3;3 -3;3 -6;15 -6;3 -12;],[-4;2;-6;-1;0;4;3;],0,0.610
18101301,0,22,1,96,0,1.0,[18 -12;15 -6;9 -18;12 -6;12 -18;15 -15;3 -15;],[7;-8;9;0;-2;-4;6;],1,0.577
18101301,0,22,1,97,0,1.0,[6 -18;6 -6;3 -3;6 -15;3 -12;9 -15;9 -12;],[0;7;3;2;-3;7;-4;],0,0.745
18101301,0,22,1,98,1,1.0,[12 -6;18 -15;6 -9;18 -3;9 -3;18 -12;3 -6;],[-6;8;-1;3;2;6;8;],1,0.723
18101301,0,22,1,99,0,1.0,[18 -6;6 -15;3 -12;12 -18;6 -9;15 -9;12 -9;],[2;4;-8;-2;2;-8;4;],0,0.782
18101301,0,22,1,100,1,1.0,[15 -15;9 -9;6 -15;18 -18;3 -18;3 -15;9 -15;],[5;-5;5;4;-4;3;4;],1,0.631
18101301,0,22,1,101,1,1.0,[9 -6;15 -15;12 -12;6 -12;6 -3;18 -12;12 -15;],[7;-1;-3;7;9;2;-7;],0,0.781
18101301,0,22,1,102,0,1.0,[18 -6;9 -3;6 -18;18 -15;6 -6;3 -15;12 -9;],[-5;0;-2;-5;6;-8;1;],0,1.414
18101301,0,22,1,103,1,1.0,[3 -6;18 -15;9 -3;15 -9;6 -12;15 -3;12 -3;9 -12;],[-9;2;-13;10;-6;14;7;0;],0,0.573
18101301,0,22,1,104,0,1.0,[3 -9;6 -15;9 -9;18 -9;18 -15;15 -12;9 -3;],[-2;-2;2;-4;1;2;-1;],0,0.886
18101301,0,22,1,105,0,1.0,[12 -3;15 -6;18 -9;6 -15;9 -6;6 -3;15 -12;],[-2;-10;-9;8;4;1;8;],1,0.994
18101301,0,22,1,106,1,1.0,[6 -15;15 -6;6 -18;6 -6;3 -6;6 -9;15 -15;],[-5;3;2;-4;13;-1;-4;],0,0.850
18101301,0,22,1,107,1,1.0,[6 -12;12 -12;12 -6;9 -18;12 -3;18 -15;],[-2;3;-3;-1;6;-3;],0,0.584
18101301,0,22,1,108,0,1.0,[18 -12;18 -15;6 -12;15 -6;15 -9;12 -12;3 -12;],[3;11;1;4;-1;3;-4;],1,0.904
18101301,0,22,1,109,1,1.0,[3 -6;6 -15;6 -3;3 -9;9 -9;12 -12;3 -3;],[-16;-2;-4;0;-8;0;-9;],0,0.836
18101301,0,22,1,110,0,1.0,[9 -9;12 -15;6 -15;12 -12;6 -6;3 -18;6 -9;18 -3;6 -3;],[-12;5;15;-1;4;4;-2;-2;3;],1,0.594
18101301,0,22,1,111,0,1.0,[15 -18;9 -6;15 -12;9 -15;18 -6;12 -9;3 -6;],[2;4;-6;4;9;-1;-16;],0,1.002
18101301,0,22,1,112,1,1.0,[12 -3;6 -15;6 -6;3 -12;12 -15;15 -15;6 -9;],[-7;1;1;3;-1;2;7;],1,0.578
18101301,0,22,1,113,0,1.0,[15 -9;12 -12;3 -12;18 -18;3 -9;9 -18;18 -9;],[4;-5;0;-2;6;-1;5;],1,0.682
18101301,0,22,1,114,0,1.0,[15 -12;18 -12;3 -3;12 -3;3 -6;9 -18;15 -18;],[2;6;1;-6;-9;-9;8;],1,0.551
18101301,0,22,1,115,0,1.0,[3 -6;18 -18;3 -9;18 -12;9 -12;18 -3;12 -3;],[-2;0;0;-5;10;-7;5;],1,1.376
18101301,0,22,1,116,1,1.0,[18 -18;15 -9;18 -9;12 -6;6 -18;6 -6;9 -18;],[-2;-6;-3;1;-4;-7;-10;],0,0.545
18101301,0,22,1,117,1,1.0,[12 -12;15 -18;3 -9;15 -12;3 -15;12 -9;9 -15;],[-6;4;-4;8;7;-9;4;],1,0.683
18101301,0,22,1,118,0,1.0,[9 -18;6 -6;18 -15;15 -18;9 -6;6 -12;6 -15;],[5;-2;-3;3;4;3;0;],0,1.103
18101301,0,22,1,119,1,1.0,[6 -3;18 -6;12 -9;15 -3;9 -6;9 -15;15 -6;],[12;-8;0;-5;0;0;-4;],0,0.835
18101301,0,22,1,120,0,1.0,[15 -15;15 -3;15 -12;18 -15;3 -3;12 -3;6 -18;],[-7;-10;6;-7;0;6;-15;],0,0.785
18101301,0,22,1,121,1,1.0,[6 -3;6 -18;9 -3;15 -12;9 -6;18 -6;9 -9;],[-3;-4;-12;-2;-1;3;3;],0,0.949
18101301,0,22,1,122,1,1.0,[12 -3;3 -18;6 -3;6 -18;6 -12;3 -3;15 -6;],[-2;-5;5;-7;14;-3;-7;],0,0.687
18101301,0,22,1,123,0,1.0,[6 -3;12 -3;15 -12;12 -15;15 -6;3 -18;15 -15;3 -12;3 -6;],[2;2;-14;4;4;4;-4;-5;4;],1,0.779
18101301,0,22,1,124,0,1.0,[15 -12;3 -18;3 -9;9 -6;12 -9;3 -3;9 -9;],[7;-2;-2;1;1;16;4;],1,0.540
18101301,0,22,1,125,0,1.0,[9 -6;9 -3;3 -3;6 -12;15 -18;],[2;-6;0;-9;-8;],0,0.734
18101301,0,22,1,126,0,1.0,[6 -15;15 -3;9 -15;6 -12;12 -6;15 -15;6 -3;],[-1;3;1;-1;-5;-2;12;],1,0.472
18101301,0,22,1,127,1,1.0,[18 -3;6 -18;6 -9;18 -18;12 -6;3 -15;15 -3;],[-3;-2;-9;11;-9;0;-2;],0,0.757
18101301,0,22,1,128,0,1.0,[6 -18;3 -12;12 -9;9 -15;],[5;-7;9;0;],0,0.935
18101301,0,22,1,129,0,1.0,[9 -18;9 -12;12 -15;18 -12;12 -9;6 -9;3 -3;],[4;8;10;4;-2;-3;5;],1,0.529
18101301,0,22,1,130,0,1.0,[15 -3;3 -15;9 -15;9 -18;15 -6;18 -9;12 -6;],[1;4;-1;8;-3;4;1;],1,1.171
18101301,0,22,1,131,1,1.0,[3 -15;9 -3;12 -3;3 -3;15 -3;15 -18;12 -12;],[-8;-2;-5;2;1;-4;2;],1,0.860
18101301,0,22,1,132,1,1.0,[6 -18;9 -9;12 -9;6 -6;3 -6;12 -3;15 -6;],[-10;-15;2;-9;7;2;-6;],0,0.754
18101301,0,22,1,133,1,1.0,[9 -18;3 -18;9 -12;3 -6;6 -15;15 -12;9 -3;],[2;-5;4;9;14;-6;2;],0,0.619
18101301,0,22,1,134,1,1.0,[6 -12;15 -18;6 -6;9 -6;18 -3;3 -9;12 -3;],[1;-2;-6;0;-1;7;9;],1,0.626
18101301,0,22,1,135,0,1.0,[6 -15;6 -18;12 -6;3 -15;15 -3;9 -15;15 -18;],[7;-2;4;-2;-3;12;7;],0,0.745
18101301,0,22,1,136,1,1.0,[6 -12;12 -18;],[3;9;],1,0.843
18101301,0,22,1,137,1,1.0,[18 -6;18 -9;18 -18;6 -18;3 -9;9 -18;12 -9;],[-2;-1;2;2;-3;-2;2;],1,0.528
18101301,0,22,1,138,1,1.0,[3 -12;15 -6;6 -12;6 -3;6 -15;12 -6;18 -12;],[4;-1;-3;-1;-2;-1;-7;],0,0.571
18101301,0,22,1,139,0,1.0,[18 -18;15 -12;9 -3;3 -3;3 -15;12 -18;9 -9;],[1;1;2;3;1;-3;1;],0,0.796
18101301,0,22,1,140,0,1.0,[6 -6;3 -12;18 -9;],[-4;6;-1;],0,0.804
18101301,0,22,1,141,0,1.0,[12 -9;9 -18;9 -15;9 -6;18 -6;3 -3;12 -18;],[-5;-2;3;-3;6;-3;11;],1,0.579
18101301,0,22,1,142,0,1.0,[15 -18;6 -6;6 -12;3 -18;18 -15;12 -6;15 -3;],[1;4;-1;-1;8;6;-6;],0,0.828
18101301,0,22,1,143,1,1.0,[6 -9;12 -6;12 -12;9 -9;12 -9;9 -3;18 -18;],[5;-5;-3;-1;2;-1;-2;],0,0.666
18101301,0,22,1,144,1,1.0,[15 -12;3 -6;15 -18;12 -3;6 -12;6 -3;6 -15;],[-5;2;-6;5;7;4;-5;],0,0.511
18101301,0,22,1,145,1,1.0,[3 -9;3 -12;12 -15;18 -3;15 -3;18 -12;12 -6;],[-3;-12;2;7;-7;-3;5;],1,0.611
18101301,0,22,1,146,1,1.0,[3 -9;15 -9;3 -12;15 -18;15 -6;],[1;-5;14;10;5;],1,0.674
18101301,0,22,1,147,1,1.0,[15 -3;3 -18;18 -3;18 -9;18 -18;18 -15;15 -6;],[-6;6;-10;-1;-7;-2;-2;],0,0.823
